Prompt: E = 4.29288, Q = 8808.75, Time = 2025-08-30 03:06:38.6
Prompt: E = 5.87969, Q = 11527.7, Time = 2025-09-19 14:54:44.1
Delayed: E = 2.27368, Q = 4734.62, Time = 2025-09-19 14:54:44.1
Prompt: E = 3.2868, Q = 6966.7, Time = 2025-09-19 15:35:08.4
Delayed: E = 2.16432, Q = 4796.25, Time = 2025-09-19 15:35:08.4
Prompt: E = 4.53944, Q = 9186.53, Time = 2025-09-19 16:07:33.3
Delayed: E = 2.27059, Q = 4774.06, Time = 2025-09-19 16:07:33.3
Prompt: E = 1.86227, Q = 3906.04, Time = 2025-09-19 17:49:58.6
Delayed: E = 2.25992, Q = 4528.9, Time = 2025-09-19 17:49:58.6
Prompt: E = 3.84393, Q = 7410.86, Time = 2025-09-19 18:10:33.8
Delayed: E = 2.13395, Q = 4285.73, Time = 2025-09-19 18:10:33.8
Prompt: E = 4.21081, Q = 8295.31, Time = 2025-09-19 18:25:02.5
Delayed: E = 2.29194, Q = 4861.17, Time = 2025-09-19 18:25:02.5
Prompt: E = 5.53476, Q = 11048.3, Time = 2025-09-19 18:30:21.5
Delayed: E = 2.33637, Q = 4789.46, Time = 2025-09-19 18:30:21.5
Prompt: E = 5.30036, Q = 10379, Time = 2025-09-19 18:51:42.7
Delayed: E = 2.2571, Q = 4661.82, Time = 2025-09-19 18:51:42.7
Prompt: E = 5.04755, Q = 10767.2, Time = 2025-09-19 19:20:26.1
Delayed: E = 2.2912, Q = 5094.01, Time = 2025-09-19 19:20:26.1
Prompt: E = 3.76921, Q = 7837.2, Time = 2025-09-19 19:40:23.9
Delayed: E = 2.19265, Q = 4529.29, Time = 2025-09-19 19:40:23.9
Prompt: E = 6.35614, Q = 12808.7, Time = 2025-09-19 19:47:44.0
Delayed: E = 2.21515, Q = 4695.62, Time = 2025-09-19 19:47:44.0
Prompt: E = 1.66661, Q = 3683.27, Time = 2025-09-19 20:35:12.0
Delayed: E = 2.31164, Q = 4928.5, Time = 2025-09-19 20:35:12.0
Prompt: E = 1.29808, Q = 2884.84, Time = 2025-09-19 20:57:14.7
Delayed: E = 2.10853, Q = 4340.37, Time = 2025-09-19 20:57:14.7
Prompt: E = 1.3607, Q = 3122.28, Time = 2025-09-19 21:52:46.3
Delayed: E = 2.27526, Q = 4873.66, Time = 2025-09-19 21:52:46.3
Prompt: E = 4.19271, Q = 8146.69, Time = 2025-09-19 22:51:56.9
Delayed: E = 2.34724, Q = 4736.86, Time = 2025-09-19 22:51:56.9
Prompt: E = 2.595, Q = 5595.6, Time = 2025-09-20 00:34:59.8
Delayed: E = 2.18087, Q = 4974.3, Time = 2025-09-20 00:34:59.8
Prompt: E = 2.75822, Q = 5563.97, Time = 2025-09-20 00:57:23.7
Delayed: E = 2.22821, Q = 4574.1, Time = 2025-09-20 00:57:23.7
Prompt: E = 7.70741, Q = 16141.8, Time = 2025-09-20 01:05:47.8
Delayed: E = 2.40561, Q = 5191.05, Time = 2025-09-20 01:05:47.8
Prompt: E = 6.71115, Q = 14064.3, Time = 2025-09-20 02:06:10.7
Delayed: E = 2.23207, Q = 4753.45, Time = 2025-09-20 02:06:10.7
Prompt: E = 3.90281, Q = 7671.09, Time = 2025-09-20 02:06:43.9
Delayed: E = 2.15853, Q = 4420.95, Time = 2025-09-20 02:06:43.9
Prompt: E = 3.31041, Q = 6818.4, Time = 2025-09-20 02:10:27.0
Delayed: E = 2.08714, Q = 4450.11, Time = 2025-09-20 02:10:27.0
Prompt: E = 2.31678, Q = 4720.17, Time = 2025-09-20 02:12:48.0
Delayed: E = 2.27028, Q = 4594.15, Time = 2025-09-20 02:12:48.0
Prompt: E = 5.0411, Q = 9784.78, Time = 2025-09-20 02:12:59.3
Delayed: E = 2.3638, Q = 4844.04, Time = 2025-09-20 02:12:59.3
Prompt: E = 2.71253, Q = 5232.48, Time = 2025-09-20 02:17:48.7
Delayed: E = 2.29068, Q = 4425.47, Time = 2025-09-20 02:17:48.7
Prompt: E = 3.46487, Q = 6693.18, Time = 2025-09-20 02:35:34.9
Delayed: E = 2.20516, Q = 4446.67, Time = 2025-09-20 02:35:34.9
Prompt: E = 1.94379, Q = 4216.47, Time = 2025-09-20 02:55:17.1
Delayed: E = 2.22039, Q = 4879.46, Time = 2025-09-20 02:55:17.1
Prompt: E = 4.07211, Q = 7755.81, Time = 2025-09-20 02:58:49.0
Delayed: E = 2.13031, Q = 4215.37, Time = 2025-09-20 02:58:49.0
Prompt: E = 5.67533, Q = 11860.6, Time = 2025-09-20 03:05:09.0
Delayed: E = 2.23823, Q = 4849.54, Time = 2025-09-20 03:05:09.0
Prompt: E = 4.63627, Q = 9266.67, Time = 2025-09-20 03:05:15.3
Delayed: E = 2.21509, Q = 4692.95, Time = 2025-09-20 03:05:15.3
Prompt: E = 6.41992, Q = 12246.6, Time = 2025-09-20 03:29:23.2
Delayed: E = 2.23566, Q = 4428.61, Time = 2025-09-20 03:29:23.2
Prompt: E = 1.94452, Q = 3889.18, Time = 2025-09-20 04:05:31.9
Delayed: E = 2.18496, Q = 4313.19, Time = 2025-09-20 04:05:31.9
Prompt: E = 6.64971, Q = 13985, Time = 2025-09-20 05:04:48.1
Delayed: E = 2.12919, Q = 4764.41, Time = 2025-09-20 05:04:48.1
Prompt: E = 0.983636, Q = 2343.59, Time = 2025-09-20 05:42:45.6
Delayed: E = 2.12509, Q = 4702.82, Time = 2025-09-20 05:42:45.6
Prompt: E = 3.56031, Q = 7631.9, Time = 2025-09-20 05:57:35.3
Delayed: E = 2.26781, Q = 5122.04, Time = 2025-09-20 05:57:35.3
Prompt: E = 5.91935, Q = 11785.5, Time = 2025-09-20 06:05:10.4
Delayed: E = 2.28284, Q = 4912.18, Time = 2025-09-20 06:05:10.4
Prompt: E = 4.83932, Q = 10229.9, Time = 2025-09-20 06:25:30.2
Delayed: E = 2.29759, Q = 4936.41, Time = 2025-09-20 06:25:30.2
Prompt: E = 4.89466, Q = 10370.1, Time = 2025-09-20 06:33:18.2
Delayed: E = 2.24528, Q = 4912.1, Time = 2025-09-20 06:33:18.2
Prompt: E = 6.14458, Q = 11901.2, Time = 2025-09-20 06:38:03.7
Delayed: E = 2.32272, Q = 4836.9, Time = 2025-09-20 06:38:03.7
Prompt: E = 1.50987, Q = 3378.75, Time = 2025-09-20 06:46:13.5
Delayed: E = 2.18793, Q = 4635.56, Time = 2025-09-20 06:46:13.5
Prompt: E = 2.7697, Q = 6042.87, Time = 2025-09-20 07:22:57.5
Delayed: E = 2.1679, Q = 4790.98, Time = 2025-09-20 07:22:57.5
Prompt: E = 2.46343, Q = 5090.76, Time = 2025-09-20 10:10:38.6
Delayed: E = 2.19091, Q = 4592.59, Time = 2025-09-20 10:10:38.6
Prompt: E = 5.33973, Q = 10345.8, Time = 2025-09-20 10:27:46.1
Delayed: E = 2.32767, Q = 4721.05, Time = 2025-09-20 10:27:46.1
Prompt: E = 1.71149, Q = 3898.14, Time = 2025-09-20 11:24:21.0
Delayed: E = 2.18011, Q = 4615.88, Time = 2025-09-20 11:24:21.0
Prompt: E = 5.33767, Q = 11138.5, Time = 2025-09-20 12:13:43.7
Delayed: E = 2.24471, Q = 4967.94, Time = 2025-09-20 12:13:43.7
Prompt: E = 1.8708, Q = 3894.37, Time = 2025-09-20 12:22:54.6
Delayed: E = 2.26315, Q = 4493.49, Time = 2025-09-20 12:22:54.6
Prompt: E = 5.18876, Q = 10850, Time = 2025-09-20 12:49:59.3
Delayed: E = 2.30487, Q = 5028.66, Time = 2025-09-20 12:49:59.3
Prompt: E = 5.26801, Q = 10363.1, Time = 2025-09-20 13:28:02.7
Delayed: E = 2.24633, Q = 4588.39, Time = 2025-09-20 13:28:02.7
Prompt: E = 3.78292, Q = 7594.99, Time = 2025-09-20 15:42:35.9
Delayed: E = 2.15913, Q = 4526.47, Time = 2025-09-20 15:42:35.9
Prompt: E = 3.10488, Q = 6008.67, Time = 2025-09-20 15:46:08.8
Delayed: E = 2.10551, Q = 4111.08, Time = 2025-09-20 15:46:08.8
Prompt: E = 3.90351, Q = 8519.94, Time = 2025-09-20 16:05:34.8
Delayed: E = 2.25976, Q = 4973.43, Time = 2025-09-20 16:05:34.8
Prompt: E = 1.09263, Q = 2509.82, Time = 2025-09-20 16:06:00.6
Delayed: E = 2.18146, Q = 4207.2, Time = 2025-09-20 16:06:00.6
Prompt: E = 4.69962, Q = 9657.82, Time = 2025-09-20 16:12:41.1
Delayed: E = 2.24089, Q = 4714.63, Time = 2025-09-20 16:12:41.1
Prompt: E = 1.64528, Q = 3537.35, Time = 2025-09-20 16:17:30.5
Delayed: E = 2.23978, Q = 4843.14, Time = 2025-09-20 16:17:30.5
Prompt: E = 3.06606, Q = 6259.56, Time = 2025-09-20 17:06:06.4
Delayed: E = 2.25659, Q = 4666.71, Time = 2025-09-20 17:06:06.4
Prompt: E = 1.16174, Q = 2548.55, Time = 2025-09-20 18:00:39.9
Delayed: E = 2.31915, Q = 4651.21, Time = 2025-09-20 18:00:39.9
Prompt: E = 4.98253, Q = 10153, Time = 2025-09-20 18:04:48.1
Delayed: E = 2.27108, Q = 4782.2, Time = 2025-09-20 18:04:48.1
Prompt: E = 1.52094, Q = 3422.66, Time = 2025-09-20 18:39:56.5
Delayed: E = 2.22448, Q = 4901.79, Time = 2025-09-20 18:39:56.5
Prompt: E = 1.31719, Q = 3082, Time = 2025-09-20 20:03:21.1
Delayed: E = 2.15408, Q = 4635.42, Time = 2025-09-20 20:03:21.1
Prompt: E = 1.25524, Q = 2841.63, Time = 2025-09-20 20:03:56.9
Delayed: E = 2.14254, Q = 4474.56, Time = 2025-09-20 20:03:56.9
Prompt: E = 4.30686, Q = 8409, Time = 2025-09-20 20:13:24.1
Delayed: E = 2.18354, Q = 4789.93, Time = 2025-09-20 20:13:24.1
Prompt: E = 3.34194, Q = 7102.39, Time = 2025-09-20 20:23:56.5
Delayed: E = 2.25833, Q = 4802, Time = 2025-09-20 20:23:56.5
Prompt: E = 5.74929, Q = 10972.4, Time = 2025-09-20 20:44:44.0
Delayed: E = 2.26536, Q = 4627.17, Time = 2025-09-20 20:44:44.0
Prompt: E = 3.62627, Q = 7177.99, Time = 2025-09-20 20:58:52.4
Delayed: E = 2.17119, Q = 4552.08, Time = 2025-09-20 20:58:52.4
Prompt: E = 7.21392, Q = 15035.3, Time = 2025-09-20 21:38:11.2
Delayed: E = 2.2462, Q = 4840.3, Time = 2025-09-20 21:38:11.2
Prompt: E = 2.99614, Q = 6064.42, Time = 2025-09-20 21:53:16.4
Delayed: E = 2.19369, Q = 4393.25, Time = 2025-09-20 21:53:16.4
Prompt: E = 3.27718, Q = 6589.13, Time = 2025-09-20 22:40:57.6
Delayed: E = 2.1686, Q = 4646.93, Time = 2025-09-20 22:40:57.6
Prompt: E = 4.05879, Q = 8607.52, Time = 2025-09-20 23:14:05.3
Delayed: E = 2.22337, Q = 4868.93, Time = 2025-09-20 23:14:05.3
Prompt: E = 4.31556, Q = 8606.64, Time = 2025-09-21 00:14:44.8
Delayed: E = 2.18885, Q = 4557.62, Time = 2025-09-21 00:14:44.8
Prompt: E = 3.31852, Q = 7059.07, Time = 2025-09-21 00:57:44.6
Delayed: E = 2.28321, Q = 5084.96, Time = 2025-09-21 00:57:44.6
Prompt: E = 2.05301, Q = 4296.62, Time = 2025-09-21 01:38:27.3
Delayed: E = 2.23319, Q = 4644.32, Time = 2025-09-21 01:38:27.3
Prompt: E = 2.08558, Q = 4212.96, Time = 2025-09-21 02:39:00.8
Delayed: E = 2.35456, Q = 4684.24, Time = 2025-09-21 02:39:00.8
Prompt: E = 2.78889, Q = 5910.68, Time = 2025-09-21 02:56:40.7
Delayed: E = 2.33713, Q = 4835.3, Time = 2025-09-21 02:56:40.7
Prompt: E = 3.71674, Q = 7431.45, Time = 2025-09-21 03:06:22.3
Delayed: E = 2.21709, Q = 4529.1, Time = 2025-09-21 03:06:22.3
Prompt: E = 5.01719, Q = 9870.27, Time = 2025-09-21 03:20:15.5
Delayed: E = 2.20523, Q = 4537.46, Time = 2025-09-21 03:20:15.5
Prompt: E = 4.48616, Q = 9433.28, Time = 2025-09-21 04:24:06.1
Delayed: E = 2.12425, Q = 4589.61, Time = 2025-09-21 04:24:06.1
Prompt: E = 4.06183, Q = 7944.54, Time = 2025-09-21 04:37:12.1
Delayed: E = 2.22158, Q = 4670.75, Time = 2025-09-21 04:37:12.1
Prompt: E = 3.61863, Q = 7074.14, Time = 2025-09-21 04:58:06.7
Delayed: E = 2.30283, Q = 4657.15, Time = 2025-09-21 04:58:06.7
Prompt: E = 5.82513, Q = 10967.5, Time = 2025-09-21 05:51:19.0
Delayed: E = 2.18873, Q = 4444.92, Time = 2025-09-21 05:51:19.0
Prompt: E = 5.21507, Q = 10845.6, Time = 2025-09-21 06:05:39.1
Delayed: E = 2.14373, Q = 4629.17, Time = 2025-09-21 06:05:39.1
Prompt: E = 5.06189, Q = 10037.2, Time = 2025-09-21 06:33:12.5
Delayed: E = 2.33903, Q = 4822.56, Time = 2025-09-21 06:33:12.5
Prompt: E = 4.21706, Q = 8212.16, Time = 2025-09-21 06:43:03.7
Delayed: E = 2.30202, Q = 4647.26, Time = 2025-09-21 06:43:03.7
Prompt: E = 4.605, Q = 9779.62, Time = 2025-09-21 07:06:38.4
Delayed: E = 2.29515, Q = 4916.45, Time = 2025-09-21 07:06:38.4
Prompt: E = 3.28935, Q = 6689.2, Time = 2025-09-21 07:09:56.3
Delayed: E = 2.22395, Q = 4628.81, Time = 2025-09-21 07:09:56.3
Prompt: E = 5.00775, Q = 10588.5, Time = 2025-09-21 07:11:59.1
Delayed: E = 2.26563, Q = 4977.57, Time = 2025-09-21 07:11:59.1
Prompt: E = 5.87683, Q = 11219.9, Time = 2025-09-21 07:14:47.8
Delayed: E = 2.06858, Q = 4216.6, Time = 2025-09-21 07:14:47.8
Prompt: E = 4.32606, Q = 8622.74, Time = 2025-09-21 07:31:03.8
Delayed: E = 2.30675, Q = 4635.67, Time = 2025-09-21 07:31:03.8
Prompt: E = 3.53276, Q = 7241.11, Time = 2025-09-21 08:10:53.8
Delayed: E = 2.21266, Q = 4729.95, Time = 2025-09-21 08:10:53.8
Prompt: E = 0.817649, Q = 1907.3, Time = 2025-09-21 08:29:55.6
Delayed: E = 2.03787, Q = 4348.4, Time = 2025-09-21 08:29:55.6
Prompt: E = 5.41728, Q = 11512.2, Time = 2025-09-21 10:22:52.5
Delayed: E = 2.16855, Q = 4762.6, Time = 2025-09-21 10:22:52.5
Prompt: E = 4.22786, Q = 8700.92, Time = 2025-09-21 10:59:51.4
Delayed: E = 2.14104, Q = 4616.56, Time = 2025-09-21 10:59:51.4
Prompt: E = 2.11096, Q = 4482.04, Time = 2025-09-21 11:06:17.0
Delayed: E = 2.24257, Q = 4730.47, Time = 2025-09-21 11:06:17.0
Prompt: E = 7.19146, Q = 13930.3, Time = 2025-09-21 11:39:03.4
Delayed: E = 2.24475, Q = 4520.18, Time = 2025-09-21 11:39:03.4
Prompt: E = 3.07128, Q = 6296, Time = 2025-09-21 12:15:52.8
Delayed: E = 2.21525, Q = 4742.82, Time = 2025-09-21 12:15:52.8
Prompt: E = 5.62267, Q = 11390.5, Time = 2025-09-21 12:39:24.8
Delayed: E = 2.27451, Q = 4914.04, Time = 2025-09-21 12:39:24.8
Prompt: E = 1.70373, Q = 3693.37, Time = 2025-09-21 12:44:16.5
Delayed: E = 2.20909, Q = 4772.73, Time = 2025-09-21 12:44:16.5
Prompt: E = 5.04718, Q = 10691.9, Time = 2025-09-21 13:04:06.2
Delayed: E = 2.27201, Q = 5017.04, Time = 2025-09-21 13:04:06.2
Prompt: E = 2.62167, Q = 5180.03, Time = 2025-09-21 13:15:54.6
Delayed: E = 2.32895, Q = 4726.75, Time = 2025-09-21 13:15:54.6
Prompt: E = 3.40399, Q = 7259.5, Time = 2025-09-21 13:50:16.6
Delayed: E = 2.21352, Q = 4861.14, Time = 2025-09-21 13:50:16.6
Prompt: E = 4.9849, Q = 10284.6, Time = 2025-09-21 13:52:08.5
Delayed: E = 2.19936, Q = 4734.26, Time = 2025-09-21 13:52:08.5
Prompt: E = 3.515, Q = 7437.44, Time = 2025-09-21 14:58:29.8
Delayed: E = 2.25218, Q = 4856.18, Time = 2025-09-21 14:58:29.8
Prompt: E = 4.762, Q = 10069.1, Time = 2025-09-21 15:44:17.1
Delayed: E = 2.31261, Q = 5026.38, Time = 2025-09-21 15:44:17.1
Prompt: E = 4.67197, Q = 9364.42, Time = 2025-09-21 16:06:43.7
Delayed: E = 2.17692, Q = 4559.39, Time = 2025-09-21 16:06:43.7
Prompt: E = 2.8745, Q = 5805.64, Time = 2025-09-21 16:14:45.0
Delayed: E = 2.28177, Q = 4759.36, Time = 2025-09-21 16:14:45.0
Prompt: E = 4.35451, Q = 8339.18, Time = 2025-09-21 18:04:13.4
Delayed: E = 2.21953, Q = 4542.45, Time = 2025-09-21 18:04:13.4
Prompt: E = 5.21241, Q = 10444.8, Time = 2025-09-21 19:11:52.4
Delayed: E = 2.26842, Q = 4725.09, Time = 2025-09-21 19:11:52.4
Prompt: E = 2.21038, Q = 4568.98, Time = 2025-09-21 19:35:41.7
Delayed: E = 2.16789, Q = 4449.06, Time = 2025-09-21 19:35:41.7
Prompt: E = 5.40642, Q = 10782, Time = 2025-09-21 20:42:40.4
Delayed: E = 2.2291, Q = 4766.03, Time = 2025-09-21 20:42:40.4
Prompt: E = 3.64931, Q = 7263.15, Time = 2025-09-21 21:25:28.5
Delayed: E = 2.2302, Q = 4604.3, Time = 2025-09-21 21:25:28.5
Prompt: E = 3.47257, Q = 6788.78, Time = 2025-09-21 21:36:46.0
Delayed: E = 2.17056, Q = 4292.66, Time = 2025-09-21 21:36:46.0
Prompt: E = 2.76528, Q = 5653.76, Time = 2025-09-21 21:38:51.0
Delayed: E = 2.19271, Q = 4649.44, Time = 2025-09-21 21:38:51.0
Prompt: E = 2.26585, Q = 4851.2, Time = 2025-09-21 22:10:34.0
Delayed: E = 2.23946, Q = 4562.6, Time = 2025-09-21 22:10:34.0
Prompt: E = 5.21738, Q = 9741.68, Time = 2025-09-21 22:31:46.7
Delayed: E = 2.25526, Q = 4462.91, Time = 2025-09-21 22:31:46.7
Prompt: E = 1.31312, Q = 2952.37, Time = 2025-09-21 23:59:05.0
Delayed: E = 2.16588, Q = 4495.28, Time = 2025-09-21 23:59:05.0
Prompt: E = 4.70099, Q = 9555.92, Time = 2025-09-22 00:26:17.7
Delayed: E = 2.27435, Q = 4876.93, Time = 2025-09-22 00:26:17.7
Prompt: E = 2.74116, Q = 5759.3, Time = 2025-09-22 00:28:18.4
Delayed: E = 2.21867, Q = 4767.98, Time = 2025-09-22 00:28:18.4
Prompt: E = 5.24289, Q = 10154.1, Time = 2025-09-22 01:26:28.8
Delayed: E = 2.15367, Q = 4377.97, Time = 2025-09-22 01:26:28.8
Prompt: E = 2.08916, Q = 4360.11, Time = 2025-09-22 02:42:45.5
Delayed: E = 2.30974, Q = 4922.46, Time = 2025-09-22 02:42:45.5
Prompt: E = 3.26634, Q = 6937.11, Time = 2025-09-22 04:07:20.6
Delayed: E = 2.23873, Q = 5025.16, Time = 2025-09-22 04:07:20.6
Prompt: E = 4.76286, Q = 9582.32, Time = 2025-09-22 05:55:38.1
Delayed: E = 2.27883, Q = 4707.51, Time = 2025-09-22 05:55:38.1
Prompt: E = 2.27562, Q = 4630.04, Time = 2025-09-22 07:32:18.2
Delayed: E = 2.18777, Q = 4560.32, Time = 2025-09-22 07:32:18.2
Prompt: E = 4.68845, Q = 9839.36, Time = 2025-09-22 09:20:58.6
Delayed: E = 2.17115, Q = 4840.41, Time = 2025-09-22 09:20:58.6
Prompt: E = 1.43549, Q = 3316.53, Time = 2025-09-22 10:05:57.5
Delayed: E = 2.28606, Q = 5011.17, Time = 2025-09-22 10:05:57.5
Prompt: E = 1.90482, Q = 4173.06, Time = 2025-09-22 10:20:32.1
Delayed: E = 2.37933, Q = 5208.91, Time = 2025-09-22 10:20:32.1
Prompt: E = 5.18645, Q = 9570.71, Time = 2025-09-22 11:48:54.3
Delayed: E = 2.39454, Q = 4233.55, Time = 2025-09-22 11:48:54.3
Prompt: E = 3.547, Q = 7092.72, Time = 2025-09-22 12:08:23.1
Delayed: E = 2.17498, Q = 4569.13, Time = 2025-09-22 12:08:23.1
Prompt: E = 3.65294, Q = 7188.15, Time = 2025-09-22 12:11:38.4
Delayed: E = 2.1904, Q = 4552.15, Time = 2025-09-22 12:11:38.4
Prompt: E = 2.06259, Q = 4217.89, Time = 2025-09-22 12:24:52.2
Delayed: E = 2.20737, Q = 4415.56, Time = 2025-09-22 12:24:52.2
Prompt: E = 6.22089, Q = 12616.5, Time = 2025-09-22 12:27:11.1
Delayed: E = 2.15911, Q = 4718.36, Time = 2025-09-22 12:27:11.1
Prompt: E = 2.74348, Q = 5590.92, Time = 2025-09-22 12:37:59.2
Delayed: E = 2.13512, Q = 4494.77, Time = 2025-09-22 12:37:59.2
Prompt: E = 1.34712, Q = 2806.56, Time = 2025-09-22 12:50:08.7
Delayed: E = 2.24697, Q = 4492.77, Time = 2025-09-22 12:50:08.7
Prompt: E = 2.614, Q = 5513.23, Time = 2025-09-22 13:57:57.1
Delayed: E = 2.19544, Q = 4714.97, Time = 2025-09-22 13:57:57.1
Prompt: E = 4.56385, Q = 9354.47, Time = 2025-09-22 14:16:09.3
Delayed: E = 2.23375, Q = 4803.03, Time = 2025-09-22 14:16:09.3
Prompt: E = 4.21914, Q = 8506.63, Time = 2025-09-22 14:32:19.2
Delayed: E = 2.23472, Q = 4572.74, Time = 2025-09-22 14:32:19.2
Prompt: E = 2.41842, Q = 5170.94, Time = 2025-09-22 15:00:40.0
Delayed: E = 2.18705, Q = 4776.19, Time = 2025-09-22 15:00:40.0
Prompt: E = 5.12273, Q = 10391.6, Time = 2025-09-22 15:13:17.1
Delayed: E = 2.22704, Q = 4774.85, Time = 2025-09-22 15:13:17.1
Prompt: E = 3.86247, Q = 7915.71, Time = 2025-09-22 15:39:23.6
Delayed: E = 2.26345, Q = 4737.05, Time = 2025-09-22 15:39:23.6
Prompt: E = 2.27186, Q = 4684.96, Time = 2025-09-22 16:48:20.6
Delayed: E = 2.23496, Q = 4650.25, Time = 2025-09-22 16:48:20.6
Prompt: E = 3.68747, Q = 7262.89, Time = 2025-09-22 17:08:41.2
Delayed: E = 2.26967, Q = 4442.37, Time = 2025-09-22 17:08:41.2
Prompt: E = 5.81091, Q = 11070.3, Time = 2025-09-22 17:13:27.1
Delayed: E = 2.2638, Q = 4643.83, Time = 2025-09-22 17:13:27.1
Prompt: E = 5.88148, Q = 11911.4, Time = 2025-09-22 18:21:29.6
Delayed: E = 2.21259, Q = 4707.14, Time = 2025-09-22 18:21:29.6
Prompt: E = 4.20916, Q = 8343.02, Time = 2025-09-22 19:00:12.2
Delayed: E = 2.12968, Q = 4461.77, Time = 2025-09-22 19:00:12.2
Prompt: E = 6.62086, Q = 12856.9, Time = 2025-09-22 19:02:17.7
Delayed: E = 2.25155, Q = 4613.23, Time = 2025-09-22 19:02:17.7
Prompt: E = 1.74016, Q = 3884.96, Time = 2025-09-22 19:12:43.6
Delayed: E = 2.29062, Q = 5010.67, Time = 2025-09-22 19:12:43.6
Prompt: E = 3.42641, Q = 7184.01, Time = 2025-09-22 19:40:03.8
Delayed: E = 2.2416, Q = 4824.62, Time = 2025-09-22 19:40:03.8
Prompt: E = 4.17394, Q = 8431.94, Time = 2025-09-22 19:40:58.6
Delayed: E = 2.23391, Q = 4659.11, Time = 2025-09-22 19:40:58.6
Prompt: E = 4.51707, Q = 8801.6, Time = 2025-09-22 20:40:18.9
Delayed: E = 2.31754, Q = 4755.3, Time = 2025-09-22 20:40:18.9
Prompt: E = 3.88399, Q = 7992.8, Time = 2025-09-22 20:55:54.4
Delayed: E = 2.20842, Q = 4637.49, Time = 2025-09-22 20:55:54.4
Prompt: E = 1.86491, Q = 4068.12, Time = 2025-09-22 21:17:47.0
Delayed: E = 2.24257, Q = 4843.38, Time = 2025-09-22 21:17:47.0
Prompt: E = 3.42119, Q = 7188.52, Time = 2025-09-22 21:46:56.2
Delayed: E = 2.21206, Q = 4659.01, Time = 2025-09-22 21:46:56.2
Prompt: E = 3.25417, Q = 6616.68, Time = 2025-09-22 21:56:53.6
Delayed: E = 2.23208, Q = 4597.47, Time = 2025-09-22 21:56:53.6
Prompt: E = 3.27098, Q = 6734.37, Time = 2025-09-22 22:34:15.2
Delayed: E = 2.28385, Q = 4646.46, Time = 2025-09-22 22:34:15.2
Prompt: E = 6.3673, Q = 12382.1, Time = 2025-09-22 23:19:54.6
Delayed: E = 2.15742, Q = 4465.93, Time = 2025-09-22 23:19:54.6
Prompt: E = 4.75808, Q = 9474, Time = 2025-09-22 23:49:24.2
Delayed: E = 2.26166, Q = 4784.24, Time = 2025-09-22 23:49:24.2
Prompt: E = 3.50508, Q = 7144.11, Time = 2025-09-23 00:33:15.5
Delayed: E = 2.30033, Q = 4852.68, Time = 2025-09-23 00:33:15.5
Prompt: E = 4.40913, Q = 8846.99, Time = 2025-09-23 00:50:19.6
Delayed: E = 2.38277, Q = 4936.66, Time = 2025-09-23 00:50:19.6
Prompt: E = 5.10205, Q = 9861.99, Time = 2025-09-23 01:16:25.6
Delayed: E = 2.25053, Q = 4444.91, Time = 2025-09-23 01:16:25.6
Prompt: E = 4.01593, Q = 8431.09, Time = 2025-09-23 02:50:45.1
Delayed: E = 2.3008, Q = 4985.12, Time = 2025-09-23 02:50:45.1
Prompt: E = 8.7429, Q = 17843.4, Time = 2025-09-23 03:58:15.8
Delayed: E = 2.26266, Q = 5036.86, Time = 2025-09-23 03:58:15.8
Prompt: E = 5.40359, Q = 10452.1, Time = 2025-09-23 04:08:01.6
Delayed: E = 2.21944, Q = 4667.01, Time = 2025-09-23 04:08:01.6
Prompt: E = 1.2348, Q = 2761.25, Time = 2025-09-23 04:44:49.8
Delayed: E = 2.15731, Q = 4553.55, Time = 2025-09-23 04:44:49.8
Prompt: E = 7.57781, Q = 14548.9, Time = 2025-09-23 10:28:36.6
Delayed: E = 2.28081, Q = 4727.09, Time = 2025-09-23 10:28:36.6
Prompt: E = 7.41798, Q = 14462.6, Time = 2025-09-23 10:56:14.7
Delayed: E = 2.24305, Q = 4647.17, Time = 2025-09-23 10:56:14.7
Prompt: E = 4.55083, Q = 9577.98, Time = 2025-09-23 11:23:28.5
Delayed: E = 2.21643, Q = 4818.93, Time = 2025-09-23 11:23:28.5
Prompt: E = 1.6109, Q = 3453.3, Time = 2025-09-23 11:28:37.7
Delayed: E = 2.2565, Q = 4602.43, Time = 2025-09-23 11:28:37.7
Prompt: E = 2.0425, Q = 4483.52, Time = 2025-09-23 12:21:22.9
Delayed: E = 2.23496, Q = 4940.96, Time = 2025-09-23 12:21:22.9
Prompt: E = 3.07363, Q = 6431.72, Time = 2025-09-23 13:20:02.5
Delayed: E = 2.26277, Q = 4725.6, Time = 2025-09-23 13:20:02.5
Prompt: E = 2.72184, Q = 5414.9, Time = 2025-09-23 13:33:56.8
Delayed: E = 2.22619, Q = 4421.26, Time = 2025-09-23 13:33:56.8
Prompt: E = 5.79237, Q = 12096, Time = 2025-09-23 14:25:36.8
Delayed: E = 2.16864, Q = 4848.04, Time = 2025-09-23 14:25:36.8
Prompt: E = 2.86284, Q = 5910.93, Time = 2025-09-23 14:32:06.5
Delayed: E = 2.29776, Q = 4807.31, Time = 2025-09-23 14:32:06.5
Prompt: E = 2.3739, Q = 4885.33, Time = 2025-09-23 14:46:55.4
Delayed: E = 2.31156, Q = 4674.19, Time = 2025-09-23 14:46:55.4
Prompt: E = 3.74529, Q = 7705.46, Time = 2025-09-23 15:23:07.6
