Prompt: E = 4.29288, Time = 2025-08-30 03:06:38.6
Prompt: E = 6.71115, Time = 2025-09-20 02:06:10.7
Delayed: E = 2.23207, Time = 2025-09-20 02:06:10.7
Prompt: E = 3.90281, Time = 2025-09-20 02:06:43.9
Delayed: E = 2.15853, Time = 2025-09-20 02:06:43.9
Prompt: E = 3.31041, Time = 2025-09-20 02:10:27.0
Delayed: E = 2.08714, Time = 2025-09-20 02:10:27.0
Prompt: E = 2.31678, Time = 2025-09-20 02:12:48.0
Delayed: E = 2.27028, Time = 2025-09-20 02:12:48.0
Prompt: E = 5.0411, Time = 2025-09-20 02:12:59.3
Delayed: E = 2.3638, Time = 2025-09-20 02:12:59.3
Prompt: E = 3.46487, Time = 2025-09-20 02:35:34.9
Delayed: E = 2.20516, Time = 2025-09-20 02:35:34.9
Prompt: E = 1.94379, Time = 2025-09-20 02:55:17.1
Delayed: E = 2.22039, Time = 2025-09-20 02:55:17.1
Prompt: E = 4.07211, Time = 2025-09-20 02:58:49.0
Delayed: E = 2.13031, Time = 2025-09-20 02:58:49.0
Prompt: E = 4.34238, Time = 2025-09-20 03:00:04.0
Delayed: E = 2.27026, Time = 2025-09-20 03:00:04.0
Prompt: E = 5.67533, Time = 2025-09-20 03:05:09.0
Delayed: E = 2.23823, Time = 2025-09-20 03:05:09.0
Prompt: E = 4.63627, Time = 2025-09-20 03:05:15.3
Delayed: E = 2.21509, Time = 2025-09-20 03:05:15.3
Prompt: E = 6.41992, Time = 2025-09-20 03:29:23.2
Delayed: E = 2.23566, Time = 2025-09-20 03:29:23.2
Prompt: E = 6.64971, Time = 2025-09-20 05:04:48.1
Delayed: E = 2.12919, Time = 2025-09-20 05:04:48.1
Prompt: E = 0.983636, Time = 2025-09-20 05:42:45.6
Delayed: E = 2.12509, Time = 2025-09-20 05:42:45.6
Prompt: E = 3.56031, Time = 2025-09-20 05:57:35.3
Delayed: E = 2.26781, Time = 2025-09-20 05:57:35.3
Prompt: E = 5.91935, Time = 2025-09-20 06:05:10.4
Delayed: E = 2.28284, Time = 2025-09-20 06:05:10.4
Prompt: E = 4.83932, Time = 2025-09-20 06:25:30.2
Delayed: E = 2.29759, Time = 2025-09-20 06:25:30.2
Prompt: E = 4.89466, Time = 2025-09-20 06:33:18.2
Delayed: E = 2.24528, Time = 2025-09-20 06:33:18.2
Prompt: E = 6.14458, Time = 2025-09-20 06:38:03.7
Delayed: E = 2.32272, Time = 2025-09-20 06:38:03.7
Prompt: E = 1.50987, Time = 2025-09-20 06:46:13.5
Delayed: E = 2.18793, Time = 2025-09-20 06:46:13.5
Prompt: E = 2.7697, Time = 2025-09-20 07:22:57.5
Delayed: E = 2.1679, Time = 2025-09-20 07:22:57.5
Prompt: E = 2.46343, Time = 2025-09-20 10:10:38.6
Delayed: E = 2.19091, Time = 2025-09-20 10:10:38.6
Prompt: E = 5.33973, Time = 2025-09-20 10:27:46.1
Delayed: E = 2.32767, Time = 2025-09-20 10:27:46.1
Prompt: E = 1.71149, Time = 2025-09-20 11:24:21.0
Delayed: E = 2.18011, Time = 2025-09-20 11:24:21.0
Prompt: E = 5.33767, Time = 2025-09-20 12:13:43.7
Delayed: E = 2.24471, Time = 2025-09-20 12:13:43.7
Prompt: E = 1.8708, Time = 2025-09-20 12:22:54.6
Delayed: E = 2.26315, Time = 2025-09-20 12:22:54.6
Prompt: E = 5.18876, Time = 2025-09-20 12:49:59.3
Delayed: E = 2.30487, Time = 2025-09-20 12:49:59.3
Prompt: E = 5.26801, Time = 2025-09-20 13:28:02.7
Delayed: E = 2.24633, Time = 2025-09-20 13:28:02.7
Prompt: E = 3.78292, Time = 2025-09-20 15:42:35.9
Delayed: E = 2.15913, Time = 2025-09-20 15:42:35.9
Prompt: E = 3.90351, Time = 2025-09-20 16:05:34.8
Delayed: E = 2.25976, Time = 2025-09-20 16:05:34.8
Prompt: E = 1.09263, Time = 2025-09-20 16:06:00.6
Delayed: E = 2.18146, Time = 2025-09-20 16:06:00.6
Prompt: E = 4.69962, Time = 2025-09-20 16:12:41.1
Delayed: E = 2.24089, Time = 2025-09-20 16:12:41.1
Prompt: E = 1.64528, Time = 2025-09-20 16:17:30.5
Delayed: E = 2.23978, Time = 2025-09-20 16:17:30.5
Prompt: E = 3.06606, Time = 2025-09-20 17:06:06.4
Delayed: E = 2.25659, Time = 2025-09-20 17:06:06.4
Prompt: E = 1.16174, Time = 2025-09-20 18:00:39.9
Delayed: E = 2.31915, Time = 2025-09-20 18:00:39.9
Prompt: E = 4.98253, Time = 2025-09-20 18:04:48.1
Delayed: E = 2.27108, Time = 2025-09-20 18:04:48.1
Prompt: E = 1.52094, Time = 2025-09-20 18:39:56.5
Delayed: E = 2.22448, Time = 2025-09-20 18:39:56.5
Prompt: E = 1.31719, Time = 2025-09-20 20:03:21.1
Delayed: E = 2.15408, Time = 2025-09-20 20:03:21.1
Prompt: E = 1.25524, Time = 2025-09-20 20:03:56.9
Delayed: E = 2.14254, Time = 2025-09-20 20:03:56.9
Prompt: E = 4.30686, Time = 2025-09-20 20:13:24.1
Delayed: E = 2.18354, Time = 2025-09-20 20:13:24.1
Prompt: E = 3.34194, Time = 2025-09-20 20:23:56.5
Delayed: E = 2.25833, Time = 2025-09-20 20:23:56.5
Prompt: E = 5.74929, Time = 2025-09-20 20:44:44.0
Delayed: E = 2.26536, Time = 2025-09-20 20:44:44.0
Prompt: E = 3.62627, Time = 2025-09-20 20:58:52.4
Delayed: E = 2.17119, Time = 2025-09-20 20:58:52.4
Prompt: E = 7.21392, Time = 2025-09-20 21:38:11.2
Delayed: E = 2.2462, Time = 2025-09-20 21:38:11.2
Prompt: E = 2.99614, Time = 2025-09-20 21:53:16.4
Delayed: E = 2.19369, Time = 2025-09-20 21:53:16.4
Prompt: E = 4.31556, Time = 2025-09-21 00:14:44.8
Delayed: E = 2.18885, Time = 2025-09-21 00:14:44.8
Prompt: E = 3.31852, Time = 2025-09-21 00:57:44.6
Delayed: E = 2.28321, Time = 2025-09-21 00:57:44.6
Prompt: E = 2.05301, Time = 2025-09-21 01:38:27.3
Delayed: E = 2.23319, Time = 2025-09-21 01:38:27.3
Prompt: E = 7.9357, Time = 2025-09-21 02:35:16.2
Delayed: E = 2.22398, Time = 2025-09-21 02:35:16.2
Prompt: E = 2.08558, Time = 2025-09-21 02:39:00.8
Delayed: E = 2.35456, Time = 2025-09-21 02:39:00.8
Prompt: E = 2.78889, Time = 2025-09-21 02:56:40.7
Delayed: E = 2.33713, Time = 2025-09-21 02:56:40.7
Prompt: E = 3.71674, Time = 2025-09-21 03:06:22.3
Delayed: E = 2.21709, Time = 2025-09-21 03:06:22.3
Prompt: E = 5.01719, Time = 2025-09-21 03:20:15.5
Delayed: E = 2.20523, Time = 2025-09-21 03:20:15.5
Prompt: E = 4.48616, Time = 2025-09-21 04:24:06.1
Delayed: E = 2.12425, Time = 2025-09-21 04:24:06.1
Prompt: E = 4.06183, Time = 2025-09-21 04:37:12.1
Delayed: E = 2.22158, Time = 2025-09-21 04:37:12.1
Prompt: E = 3.61863, Time = 2025-09-21 04:58:06.7
Delayed: E = 2.30283, Time = 2025-09-21 04:58:06.7
Prompt: E = 5.82513, Time = 2025-09-21 05:51:19.0
Delayed: E = 2.18873, Time = 2025-09-21 05:51:19.0
Prompt: E = 5.21507, Time = 2025-09-21 06:05:39.1
Delayed: E = 2.14373, Time = 2025-09-21 06:05:39.1
Prompt: E = 5.06189, Time = 2025-09-21 06:33:12.5
Delayed: E = 2.33903, Time = 2025-09-21 06:33:12.5
Prompt: E = 4.21706, Time = 2025-09-21 06:43:03.7
Delayed: E = 2.30202, Time = 2025-09-21 06:43:03.7
Prompt: E = 4.605, Time = 2025-09-21 07:06:38.4
Delayed: E = 2.29515, Time = 2025-09-21 07:06:38.4
Prompt: E = 3.28935, Time = 2025-09-21 07:09:56.3
Delayed: E = 2.22395, Time = 2025-09-21 07:09:56.3
Prompt: E = 5.00775, Time = 2025-09-21 07:11:59.1
Delayed: E = 2.26563, Time = 2025-09-21 07:11:59.1
Prompt: E = 5.87683, Time = 2025-09-21 07:14:47.8
Delayed: E = 2.06858, Time = 2025-09-21 07:14:47.8
Prompt: E = 4.32606, Time = 2025-09-21 07:31:03.8
Delayed: E = 2.30675, Time = 2025-09-21 07:31:03.8
Prompt: E = 3.53276, Time = 2025-09-21 08:10:53.8
Delayed: E = 2.21266, Time = 2025-09-21 08:10:53.8
Prompt: E = 0.817649, Time = 2025-09-21 08:29:55.6
Delayed: E = 2.03787, Time = 2025-09-21 08:29:55.6
Prompt: E = 5.41728, Time = 2025-09-21 10:22:52.5
Delayed: E = 2.16855, Time = 2025-09-21 10:22:52.5
Prompt: E = 4.22786, Time = 2025-09-21 10:59:51.4
Delayed: E = 2.14104, Time = 2025-09-21 10:59:51.4
Prompt: E = 2.11096, Time = 2025-09-21 11:06:17.0
Delayed: E = 2.24257, Time = 2025-09-21 11:06:17.0
Prompt: E = 7.19146, Time = 2025-09-21 11:39:03.4
Delayed: E = 2.24475, Time = 2025-09-21 11:39:03.4
Prompt: E = 3.07128, Time = 2025-09-21 12:15:52.8
Delayed: E = 2.21525, Time = 2025-09-21 12:15:52.8
Prompt: E = 5.62267, Time = 2025-09-21 12:39:24.8
Delayed: E = 2.27451, Time = 2025-09-21 12:39:24.8
Prompt: E = 1.70373, Time = 2025-09-21 12:44:16.5
Delayed: E = 2.20909, Time = 2025-09-21 12:44:16.5
Prompt: E = 5.04718, Time = 2025-09-21 13:04:06.2
Delayed: E = 2.27201, Time = 2025-09-21 13:04:06.2
Prompt: E = 2.62167, Time = 2025-09-21 13:15:54.6
Delayed: E = 2.32895, Time = 2025-09-21 13:15:54.6
Prompt: E = 3.40399, Time = 2025-09-21 13:50:16.6
Delayed: E = 2.21352, Time = 2025-09-21 13:50:16.6
Prompt: E = 4.9849, Time = 2025-09-21 13:52:08.5
Delayed: E = 2.19936, Time = 2025-09-21 13:52:08.5
Prompt: E = 3.515, Time = 2025-09-21 14:58:29.8
Delayed: E = 2.25218, Time = 2025-09-21 14:58:29.8
Prompt: E = 4.762, Time = 2025-09-21 15:44:17.1
Delayed: E = 2.31261, Time = 2025-09-21 15:44:17.1
Prompt: E = 4.67197, Time = 2025-09-21 16:06:43.7
Delayed: E = 2.17692, Time = 2025-09-21 16:06:43.7
Prompt: E = 2.8745, Time = 2025-09-21 16:14:45.0
Delayed: E = 2.28177, Time = 2025-09-21 16:14:45.0
Prompt: E = 4.35451, Time = 2025-09-21 18:04:13.4
Delayed: E = 2.21953, Time = 2025-09-21 18:04:13.4
Prompt: E = 5.21241, Time = 2025-09-21 19:11:52.4
Delayed: E = 2.26842, Time = 2025-09-21 19:11:52.4
Prompt: E = 2.21038, Time = 2025-09-21 19:35:41.7
Delayed: E = 2.16789, Time = 2025-09-21 19:35:41.7
Prompt: E = 5.40642, Time = 2025-09-21 20:42:40.4
Delayed: E = 2.2291, Time = 2025-09-21 20:42:40.4
Prompt: E = 3.64931, Time = 2025-09-21 21:25:28.5
Delayed: E = 2.2302, Time = 2025-09-21 21:25:28.5
Prompt: E = 3.47257, Time = 2025-09-21 21:36:46.0
Delayed: E = 2.17056, Time = 2025-09-21 21:36:46.0
Prompt: E = 2.76528, Time = 2025-09-21 21:38:51.0
Delayed: E = 2.19271, Time = 2025-09-21 21:38:51.0
Prompt: E = 2.26585, Time = 2025-09-21 22:10:34.0
Delayed: E = 2.23946, Time = 2025-09-21 22:10:34.0
Prompt: E = 5.21738, Time = 2025-09-21 22:31:46.7
Delayed: E = 2.25526, Time = 2025-09-21 22:31:46.7
Prompt: E = 4.70099, Time = 2025-09-22 00:26:17.7
Delayed: E = 2.27435, Time = 2025-09-22 00:26:17.7
Prompt: E = 2.74116, Time = 2025-09-22 00:28:18.4
Delayed: E = 2.21867, Time = 2025-09-22 00:28:18.4
Prompt: E = 5.24289, Time = 2025-09-22 01:26:28.8
Delayed: E = 2.15367, Time = 2025-09-22 01:26:28.8
Prompt: E = 2.08916, Time = 2025-09-22 02:42:45.5
Delayed: E = 2.30974, Time = 2025-09-22 02:42:45.5
Prompt: E = 3.26634, Time = 2025-09-22 04:07:20.6
Delayed: E = 2.23873, Time = 2025-09-22 04:07:20.6
Prompt: E = 7.80386, Time = 2025-09-22 04:35:33.7
Delayed: E = 2.27708, Time = 2025-09-22 04:35:33.7
Prompt: E = 4.76286, Time = 2025-09-22 05:55:38.1
Delayed: E = 2.27883, Time = 2025-09-22 05:55:38.1
Prompt: E = 2.27562, Time = 2025-09-22 07:32:18.2
Delayed: E = 2.18777, Time = 2025-09-22 07:32:18.2
Prompt: E = 4.68845, Time = 2025-09-22 09:20:58.6
Delayed: E = 2.17115, Time = 2025-09-22 09:20:58.6
Prompt: E = 1.43549, Time = 2025-09-22 10:05:57.5
Delayed: E = 2.28606, Time = 2025-09-22 10:05:57.5
Prompt: E = 1.90482, Time = 2025-09-22 10:20:32.1
Delayed: E = 2.37933, Time = 2025-09-22 10:20:32.1
Prompt: E = 5.18645, Time = 2025-09-22 11:48:54.3
Delayed: E = 2.39454, Time = 2025-09-22 11:48:54.3
Prompt: E = 3.547, Time = 2025-09-22 12:08:23.1
Delayed: E = 2.17498, Time = 2025-09-22 12:08:23.1
Prompt: E = 3.65294, Time = 2025-09-22 12:11:38.4
Delayed: E = 2.1904, Time = 2025-09-22 12:11:38.4
Prompt: E = 2.06259, Time = 2025-09-22 12:24:52.2
Delayed: E = 2.20737, Time = 2025-09-22 12:24:52.2
Prompt: E = 6.22089, Time = 2025-09-22 12:27:11.1
Delayed: E = 2.15911, Time = 2025-09-22 12:27:11.1
Prompt: E = 2.74348, Time = 2025-09-22 12:37:59.2
Delayed: E = 2.13512, Time = 2025-09-22 12:37:59.2
Prompt: E = 1.34712, Time = 2025-09-22 12:50:08.7
Delayed: E = 2.24697, Time = 2025-09-22 12:50:08.7
Prompt: E = 2.614, Time = 2025-09-22 13:57:57.1
Delayed: E = 2.19544, Time = 2025-09-22 13:57:57.1
Prompt: E = 4.56385, Time = 2025-09-22 14:16:09.3
Delayed: E = 2.23375, Time = 2025-09-22 14:16:09.3
Prompt: E = 4.21914, Time = 2025-09-22 14:32:19.2
Delayed: E = 2.23472, Time = 2025-09-22 14:32:19.2
Prompt: E = 2.41842, Time = 2025-09-22 15:00:40.0
Delayed: E = 2.18705, Time = 2025-09-22 15:00:40.0
Prompt: E = 5.12273, Time = 2025-09-22 15:13:17.1
Delayed: E = 2.22704, Time = 2025-09-22 15:13:17.1
Prompt: E = 3.86247, Time = 2025-09-22 15:39:23.6
Delayed: E = 2.26345, Time = 2025-09-22 15:39:23.6
Prompt: E = 2.27186, Time = 2025-09-22 16:48:20.6
Delayed: E = 2.23496, Time = 2025-09-22 16:48:20.6
Prompt: E = 3.68747, Time = 2025-09-22 17:08:41.2
Delayed: E = 2.26967, Time = 2025-09-22 17:08:41.2
Prompt: E = 5.81091, Time = 2025-09-22 17:13:27.1
Delayed: E = 2.2638, Time = 2025-09-22 17:13:27.1
Prompt: E = 2.49292, Time = 2025-09-22 17:27:29.2
Delayed: E = 2.21037, Time = 2025-09-22 17:27:29.2
Prompt: E = 5.88148, Time = 2025-09-22 18:21:29.6
Delayed: E = 2.21259, Time = 2025-09-22 18:21:29.6
Prompt: E = 4.20916, Time = 2025-09-22 19:00:12.2
Delayed: E = 2.12968, Time = 2025-09-22 19:00:12.2
Prompt: E = 6.62086, Time = 2025-09-22 19:02:17.7
Delayed: E = 2.25155, Time = 2025-09-22 19:02:17.7
Prompt: E = 1.74016, Time = 2025-09-22 19:12:43.6
Delayed: E = 2.29062, Time = 2025-09-22 19:12:43.6
Prompt: E = 3.42641, Time = 2025-09-22 19:40:03.8
Delayed: E = 2.2416, Time = 2025-09-22 19:40:03.8
Prompt: E = 4.17394, Time = 2025-09-22 19:40:58.6
Delayed: E = 2.23391, Time = 2025-09-22 19:40:58.6
Prompt: E = 4.51707, Time = 2025-09-22 20:40:18.9
Delayed: E = 2.31754, Time = 2025-09-22 20:40:18.9
Prompt: E = 3.88399, Time = 2025-09-22 20:55:54.4
Delayed: E = 2.20842, Time = 2025-09-22 20:55:54.4
Prompt: E = 1.86491, Time = 2025-09-22 21:17:47.0
Delayed: E = 2.24257, Time = 2025-09-22 21:17:47.0
Prompt: E = 3.42119, Time = 2025-09-22 21:46:56.2
Delayed: E = 2.21206, Time = 2025-09-22 21:46:56.2
Prompt: E = 3.25417, Time = 2025-09-22 21:56:53.6
Delayed: E = 2.23208, Time = 2025-09-22 21:56:53.6
Prompt: E = 3.27098, Time = 2025-09-22 22:34:15.2
Delayed: E = 2.28385, Time = 2025-09-22 22:34:15.2
Prompt: E = 6.3673, Time = 2025-09-22 23:19:54.6
Delayed: E = 2.15742, Time = 2025-09-22 23:19:54.6
Prompt: E = 4.75808, Time = 2025-09-22 23:49:24.2
Delayed: E = 2.26166, Time = 2025-09-22 23:49:24.2
Prompt: E = 3.50508, Time = 2025-09-23 00:33:15.5
Delayed: E = 2.30033, Time = 2025-09-23 00:33:15.5
Prompt: E = 4.40913, Time = 2025-09-23 00:50:19.6
Delayed: E = 2.38277, Time = 2025-09-23 00:50:19.6
Prompt: E = 5.10205, Time = 2025-09-23 01:16:25.6
Delayed: E = 2.25053, Time = 2025-09-23 01:16:25.6
Prompt: E = 4.01593, Time = 2025-09-23 02:50:45.1
Delayed: E = 2.3008, Time = 2025-09-23 02:50:45.1
Prompt: E = 8.7429, Time = 2025-09-23 03:58:15.8
Delayed: E = 2.26266, Time = 2025-09-23 03:58:15.8
Prompt: E = 5.40359, Time = 2025-09-23 04:08:01.6
Delayed: E = 2.21944, Time = 2025-09-23 04:08:01.6
Prompt: E = 1.2348, Time = 2025-09-23 04:44:49.8
Delayed: E = 2.15731, Time = 2025-09-23 04:44:49.8
Prompt: E = 7.57781, Time = 2025-09-23 10:28:36.6
Delayed: E = 2.28081, Time = 2025-09-23 10:28:36.6
Prompt: E = 7.41798, Time = 2025-09-23 10:56:14.7
Delayed: E = 2.24305, Time = 2025-09-23 10:56:14.7
Prompt: E = 4.55083, Time = 2025-09-23 11:23:28.5
Delayed: E = 2.21643, Time = 2025-09-23 11:23:28.5
Prompt: E = 1.6109, Time = 2025-09-23 11:28:37.7
Delayed: E = 2.2565, Time = 2025-09-23 11:28:37.7
Prompt: E = 2.0425, Time = 2025-09-23 12:21:22.9
Delayed: E = 2.23496, Time = 2025-09-23 12:21:22.9
Prompt: E = 3.07363, Time = 2025-09-23 13:20:02.5
Delayed: E = 2.26277, Time = 2025-09-23 13:20:02.5
Prompt: E = 2.72184, Time = 2025-09-23 13:33:56.8
Delayed: E = 2.22619, Time = 2025-09-23 13:33:56.8
Prompt: E = 5.79237, Time = 2025-09-23 14:25:36.8
Delayed: E = 2.16864, Time = 2025-09-23 14:25:36.8
Prompt: E = 2.86284, Time = 2025-09-23 14:32:06.5
Delayed: E = 2.29776, Time = 2025-09-23 14:32:06.5
Prompt: E = 2.3739, Time = 2025-09-23 14:46:55.4
Delayed: E = 2.31156, Time = 2025-09-23 14:46:55.4
Prompt: E = 3.74529, Time = 2025-09-23 15:23:07.6
Delayed: E = 2.27439, Time = 2025-09-23 15:23:07.6
Prompt: E = 6.19539, Time = 2025-09-23 15:52:51.4
Delayed: E = 2.26441, Time = 2025-09-23 15:52:51.4
Prompt: E = 1.32269, Time = 2025-09-23 17:55:13.2
Delayed: E = 2.26625, Time = 2025-09-23 17:55:13.2
Prompt: E = 6.41563, Time = 2025-09-23 20:02:20.2
Delayed: E = 2.30849, Time = 2025-09-23 20:02:20.2
Prompt: E = 7.63676, Time = 2025-09-23 20:03:02.1
Delayed: E = 2.28484, Time = 2025-09-23 20:03:02.1
Prompt: E = 4.63842, Time = 2025-09-23 20:34:41.4
Delayed: E = 2.2061, Time = 2025-09-23 20:34:41.4
Prompt: E = 4.39697, Time = 2025-09-23 21:44:57.8
Delayed: E = 2.23076, Time = 2025-09-23 21:44:57.8
Prompt: E = 4.50279, Time = 2025-09-23 21:51:11.4
Delayed: E = 2.34809, Time = 2025-09-23 21:51:11.4
Prompt: E = 2.3214, Time = 2025-09-23 21:55:06.2
Delayed: E = 2.34306, Time = 2025-09-23 21:55:06.2
Prompt: E = 4.78597, Time = 2025-09-23 22:16:17.8
Delayed: E = 2.32968, Time = 2025-09-23 22:16:17.8
Prompt: E = 2.39176, Time = 2025-09-23 23:31:38.4
Delayed: E = 2.27689, Time = 2025-09-23 23:31:38.4
Prompt: E = 3.3601, Time = 2025-09-24 12:53:44.6
Delayed: E = 2.23777, Time = 2025-09-24 12:53:44.6
Prompt: E = 1.61404, Time = 2025-09-24 13:07:51.0
Delayed: E = 2.17102, Time = 2025-09-24 13:07:51.0
Prompt: E = 5.94156, Time = 2025-09-24 13:23:24.1
Delayed: E = 2.34364, Time = 2025-09-24 13:23:24.1
Prompt: E = 4.80476, Time = 2025-09-24 13:53:51.0
Delayed: E = 2.17289, Time = 2025-09-24 13:53:51.0
Prompt: E = 3.03297, Time = 2025-09-24 15:18:45.2
Delayed: E = 2.26548, Time = 2025-09-24 15:18:45.2
Prompt: E = 4.41153, Time = 2025-09-24 15:19:54.4
Delayed: E = 2.26335, Time = 2025-09-24 15:19:54.4
Prompt: E = 7.21724, Time = 2025-09-24 16:20:44.5
Delayed: E = 2.21526, Time = 2025-09-24 16:20:44.5
Prompt: E = 4.2819, Time = 2025-09-24 17:32:10.3
Delayed: E = 2.24269, Time = 2025-09-24 17:32:10.3
Prompt: E = 4.37272, Time = 2025-09-24 17:50:29.3
Delayed: E = 2.20841, Time = 2025-09-24 17:50:29.3
Prompt: E = 1.69448, Time = 2025-09-24 17:52:22.7
Delayed: E = 2.24129, Time = 2025-09-24 17:52:22.7
Prompt: E = 2.34673, Time = 2025-09-24 21:15:05.2
Delayed: E = 2.10587, Time = 2025-09-24 21:15:05.2
Prompt: E = 3.85387, Time = 2025-09-24 21:48:52.7
Delayed: E = 2.04293, Time = 2025-09-24 21:48:52.7
Prompt: E = 4.51816, Time = 2025-09-24 22:06:54.5
Delayed: E = 2.33126, Time = 2025-09-24 22:06:54.5
Prompt: E = 2.41488, Time = 2025-09-24 22:21:44.6
Delayed: E = 2.28154, Time = 2025-09-24 22:21:44.6
Prompt: E = 3.21188, Time = 2025-09-24 22:51:41.3
Delayed: E = 2.22875, Time = 2025-09-24 22:51:41.3
Prompt: E = 2.78698, Time = 2025-09-24 23:49:03.9
Delayed: E = 2.19883, Time = 2025-09-24 23:49:03.9
Prompt: E = 4.46804, Time = 2025-09-25 00:14:30.9
Delayed: E = 2.28257, Time = 2025-09-25 00:14:30.9
Prompt: E = 6.28498, Time = 2025-09-25 01:15:33.5
Delayed: E = 2.22365, Time = 2025-09-25 01:15:33.5
Prompt: E = 1.64788, Time = 2025-09-25 01:38:01.7
Delayed: E = 2.27057, Time = 2025-09-25 01:38:01.8
Prompt: E = 2.34181, Time = 2025-09-25 01:47:14.1
Delayed: E = 2.27215, Time = 2025-09-25 01:47:14.1
Prompt: E = 4.9069, Time = 2025-09-25 01:58:57.7
Delayed: E = 2.30194, Time = 2025-09-25 01:58:57.7
Prompt: E = 5.61474, Time = 2025-09-25 04:46:16.0
Delayed: E = 2.21212, Time = 2025-09-25 04:46:16.0
Prompt: E = 3.32755, Time = 2025-09-25 05:06:41.5
Delayed: E = 2.35836, Time = 2025-09-25 05:06:41.5
Prompt: E = 3.94708, Time = 2025-09-25 06:34:33.2
Delayed: E = 2.21875, Time = 2025-09-25 06:34:33.2
Prompt: E = 3.28233, Time = 2025-09-25 06:40:19.1
Delayed: E = 2.25588, Time = 2025-09-25 06:40:19.1
Prompt: E = 5.33903, Time = 2025-09-25 06:42:08.4
Delayed: E = 2.34373, Time = 2025-09-25 06:42:08.4
Prompt: E = 4.39366, Time = 2025-09-25 07:33:50.1
Delayed: E = 2.27988, Time = 2025-09-25 07:33:50.1
Prompt: E = 5.01945, Time = 2025-09-25 08:58:38.9
Delayed: E = 2.14811, Time = 2025-09-25 08:58:38.9
Prompt: E = 8.02976, Time = 2025-09-25 10:23:05.5
Delayed: E = 2.18126, Time = 2025-09-25 10:23:05.5
Prompt: E = 5.38569, Time = 2025-09-25 11:12:28.9
Delayed: E = 2.28763, Time = 2025-09-25 11:12:28.9
Prompt: E = 6.27452, Time = 2025-09-25 13:58:23.3
Delayed: E = 2.22599, Time = 2025-09-25 13:58:23.3
Prompt: E = 4.61533, Time = 2025-09-25 14:59:36.3
Delayed: E = 2.28254, Time = 2025-09-25 14:59:36.3
Prompt: E = 2.51016, Time = 2025-09-25 17:05:00.7
Delayed: E = 2.01361, Time = 2025-09-25 17:05:00.7
Prompt: E = 4.94276, Time = 2025-09-25 17:06:26.9
Delayed: E = 2.25374, Time = 2025-09-25 17:06:26.9
Prompt: E = 3.56009, Time = 2025-09-25 18:05:31.6
Delayed: E = 2.18466, Time = 2025-09-25 18:05:31.6
Prompt: E = 4.45302, Time = 2025-09-25 18:54:31.6
Delayed: E = 2.21516, Time = 2025-09-25 18:54:31.6
Prompt: E = 3.09479, Time = 2025-09-25 19:45:41.6
Delayed: E = 2.19585, Time = 2025-09-25 19:45:41.6
Prompt: E = 2.4703, Time = 2025-09-26 00:12:37.1
Delayed: E = 2.23969, Time = 2025-09-26 00:12:37.1
Prompt: E = 9.00433, Time = 2025-09-26 00:13:52.5
Delayed: E = 2.31944, Time = 2025-09-26 00:13:52.5
Prompt: E = 1.18989, Time = 2025-09-26 00:16:29.0
Delayed: E = 2.33828, Time = 2025-09-26 00:16:29.0
Prompt: E = 4.73045, Time = 2025-09-26 00:25:10.6
Delayed: E = 2.13861, Time = 2025-09-26 00:25:10.6
Prompt: E = 7.17221, Time = 2025-09-26 02:08:38.2
Delayed: E = 2.20715, Time = 2025-09-26 02:08:38.2
Prompt: E = 3.91257, Time = 2025-09-26 03:39:19.7
Delayed: E = 2.27175, Time = 2025-09-26 03:39:19.7
Prompt: E = 1.09256, Time = 2025-09-26 08:05:38.6
Delayed: E = 2.22194, Time = 2025-09-26 08:05:38.6
Prompt: E = 6.07017, Time = 2025-09-26 08:33:13.6
Delayed: E = 2.25829, Time = 2025-09-26 08:33:13.6
Prompt: E = 1.35517, Time = 2025-09-26 09:16:12.6
Delayed: E = 2.16426, Time = 2025-09-26 09:16:12.6
Prompt: E = 5.72155, Time = 2025-09-26 09:23:59.0
Delayed: E = 2.13746, Time = 2025-09-26 09:23:59.0
Prompt: E = 8.11318, Time = 2025-09-26 09:25:40.9
Delayed: E = 2.24586, Time = 2025-09-26 09:25:40.9
Prompt: E = 1.84921, Time = 2025-09-26 09:28:01.8
Delayed: E = 2.2501, Time = 2025-09-26 09:28:01.8
Prompt: E = 2.97826, Time = 2025-09-26 10:07:49.2
Delayed: E = 2.24689, Time = 2025-09-26 10:07:49.2
Prompt: E = 6.72438, Time = 2025-09-26 10:14:15.1
Delayed: E = 2.23059, Time = 2025-09-26 10:14:15.1
Prompt: E = 4.16989, Time = 2025-09-26 10:36:02.9
Delayed: E = 2.23476, Time = 2025-09-26 10:36:02.9
Prompt: E = 5.33919, Time = 2025-09-26 10:42:06.4
Delayed: E = 2.2038, Time = 2025-09-26 10:42:06.4
Prompt: E = 3.38104, Time = 2025-09-26 11:20:59.2
Delayed: E = 2.18575, Time = 2025-09-26 11:20:59.2
Prompt: E = 3.71778, Time = 2025-09-26 11:41:27.1
Delayed: E = 2.09312, Time = 2025-09-26 11:41:27.1
Prompt: E = 7.6003, Time = 2025-09-26 11:48:40.1
Delayed: E = 2.19049, Time = 2025-09-26 11:48:40.1
Prompt: E = 4.44937, Time = 2025-09-26 12:29:18.2
Delayed: E = 2.2873, Time = 2025-09-26 12:29:18.2
